birthday,education_classes_id,education_concentration_id,education_degree_id,education_school_id,education_type,education_with_id,education_year_id,first_name,gender,hometown_id,languages_id,last_name,locale,location_id,middle_name,name,political,religion,user_id,work_employer_id,work_end_date,work_from_id,work_location_id,work_position_id,work_projects_id,work_start_date,work_with_id
,,,,,,,,,77.0,,,,127.0,,,,,,3450.0,1255.0,157.0,,619.0,,,157.0,
3.0,,1175.0,,537.0,55.0,,,546.0,78.0,,92.0,,127.0,619.0,,,,,3452.0,,157.0,,,,,713.0,
,,15.0,,52.0,55.0,,65.0,,78.0,,,,127.0,,,,,,3454.0,,,,284.0,,,158.0,
,,392.0,,537.0,55.0,,66.0,,77.0,82.0,573.0,1242.0,127.0,,,,,,3455.0,537.0,157.0,,,,,,
209.0,,,,537.0,55.0,,66.0,,78.0,,,,127.0,176.0,,,,,3457.0,537.0,,,176.0,,,,
209.0,,,,52.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3458.0,1156.0,718.0,,,,,310.0,
1.0,,397.0,,52.0,55.0,,62.0,,77.0,618.0,,106.0,127.0,138.0,,,,,3459.0,,157.0,,176.0,,,157.0,
,,338.0,,52.0,55.0,,61.0,,77.0,,573.0,602.0,127.0,,,,,,3460.0,,720.0,,283.0,,,375.0,
,,1009.0,,52.0,55.0,,71.0,,78.0,,,,127.0,281.0,,,,,3463.0,,198.0,,179.0,,,198.0,
,,,,,,,,,77.0,1222.0,,581.0,127.0,,,,,,3465.0,,,,,,,,
209.0,,395.0,,52.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3466.0,,,,,,,,
,,1012.0,22.0,1185.0,54.0,,71.0,,77.0,,,,127.0,619.0,,,,,3467.0,,,,,,,,
,,392.0,224.0,52.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3468.0,150.0,,,,,,310.0,
2.0,,392.0,,52.0,55.0,,259.0,,78.0,618.0,573.0,,127.0,129.0,,,,,3469.0,,,,138.0,,,162.0,
,,1180.0,22.0,537.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3471.0,150.0,1260.0,,619.0,183.0,,162.0,
,,392.0,,,55.0,,64.0,,77.0,,,,127.0,,,,,,3473.0,,,,,,,,
,,397.0,,52.0,55.0,,259.0,,77.0,,,,127.0,176.0,,,,,3474.0,,722.0,,,,,1269.0,
,,,,,54.0,,,,78.0,,,581.0,127.0,,,,,,3476.0,,,,,,,,
,,,,,55.0,,65.0,546.0,78.0,,92.0,,127.0,,,,,,3478.0,,157.0,,,,,158.0,
0.0,,,,1201.0,55.0,,,,77.0,,,1229.0,1248.0,1251.0,,,,,3479.0,,,,,,,,
,,14.0,,537.0,55.0,,259.0,,78.0,,,,127.0,,,,,,3480.0,,201.0,,,,,,
,,,,,55.0,,66.0,,77.0,1223.0,97.0,1244.0,1248.0,1223.0,,,,,3481.0,,,,,,,,
,,216.0,,52.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3483.0,,,,,,,,
,,18.0,,538.0,55.0,,62.0,,78.0,,,,127.0,,,,,,3484.0,,157.0,,179.0,183.0,,194.0,
,,1180.0,1183.0,537.0,54.0,,64.0,,78.0,,103.0,,127.0,,,,,,3485.0,1257.0,157.0,,,,,157.0,
3.0,,,,52.0,54.0,,64.0,1217.0,78.0,,,,127.0,281.0,,,,,3486.0,,720.0,,,,,375.0,
0.0,,14.0,223.0,52.0,55.0,,259.0,,78.0,,,582.0,127.0,128.0,,,,,3487.0,,723.0,,133.0,183.0,,310.0,
209.0,,1175.0,22.0,537.0,55.0,,69.0,,78.0,,,1226.0,127.0,616.0,,,,,3488.0,,201.0,,,,,,
1.0,,,,1194.0,55.0,,58.0,,78.0,,572.0,,127.0,138.0,,,,,3489.0,,,,138.0,,,,
,,,22.0,537.0,55.0,,66.0,,78.0,,572.0,,127.0,,,,,,3492.0,1255.0,,,,,,,
,,1177.0,223.0,52.0,55.0,,65.0,,77.0,,,,127.0,,,,,,3493.0,,157.0,,283.0,,,157.0,
,,,,52.0,55.0,,69.0,,78.0,,,595.0,127.0,,,,,,3494.0,,,,,,,,
,,15.0,22.0,537.0,54.0,,64.0,,78.0,,90.0,602.0,127.0,138.0,,,,,3496.0,1259.0,157.0,,,,,199.0,
,,,,,,,,1216.0,77.0,,,1238.0,1249.0,,,,,,3498.0,,,,,,,,
,,,,1197.0,55.0,,,,77.0,,,106.0,127.0,,,,,,3500.0,,157.0,,,,,157.0,
209.0,,14.0,,537.0,55.0,,69.0,1217.0,78.0,,,,127.0,619.0,,,,,3501.0,,,,,,,,
,,,,,55.0,,,,77.0,,,,1247.0,1250.0,,,,,3502.0,,,,,,,,
208.0,,,,52.0,55.0,,,,78.0,,,,127.0,,,,,,3504.0,52.0,,,,,,,
,,1012.0,23.0,52.0,55.0,,62.0,,77.0,,,,127.0,174.0,,,,,3506.0,151.0,199.0,,1220.0,,,198.0,
,,,224.0,52.0,55.0,,65.0,,78.0,,,,127.0,128.0,,,,,3507.0,,165.0,,,,,,
209.0,,395.0,,52.0,55.0,,62.0,,78.0,,,,127.0,,,,,,3509.0,,,,,,,,
,,215.0,,52.0,55.0,,66.0,545.0,78.0,,,,127.0,129.0,,,,,3510.0,,,,,,,,
,,,22.0,537.0,55.0,,65.0,,78.0,,,,127.0,,,,,,3512.0,,,,,,,,
,,,,,,,,,78.0,86.0,,,1249.0,176.0,,,,,3513.0,,,,,,,,
,,,,52.0,55.0,,61.0,,78.0,,,,127.0,138.0,,,,,3515.0,,,,,,,,
,,,,,53.0,,,,78.0,1223.0,1225.0,1229.0,1248.0,,,,,,3516.0,,,,,,,,
,,1175.0,21.0,537.0,55.0,,64.0,,77.0,,,,127.0,,,,,,3518.0,,157.0,,,,,157.0,
,,,,,55.0,,,,78.0,1222.0,,1232.0,127.0,,,,,,3519.0,,157.0,,,,,157.0,
3.0,,,,537.0,54.0,,259.0,,78.0,,,,127.0,,,,,,3520.0,150.0,166.0,,,,,,
,,,23.0,1208.0,55.0,,72.0,,78.0,,,595.0,127.0,619.0,,,,,3521.0,,,,,,,,
209.0,,216.0,437.0,52.0,55.0,,66.0,,77.0,,,,127.0,,,,,,3524.0,,,,,,,,
,,18.0,223.0,537.0,54.0,,69.0,,78.0,,94.0,,127.0,619.0,,,,,3526.0,537.0,,,,,,,
,,1175.0,1183.0,537.0,54.0,,64.0,,78.0,,,,127.0,,,,,,3527.0,,,,,,,,
0.0,,1175.0,223.0,537.0,55.0,,71.0,,78.0,,572.0,,127.0,,,,,,3528.0,,,,283.0,,,1267.0,
,,15.0,223.0,52.0,55.0,,67.0,,78.0,,,,127.0,,,,,,3530.0,140.0,,,133.0,,,,
,,,1184.0,,54.0,,62.0,,77.0,,,,127.0,138.0,,,,,3531.0,,,,138.0,,,,
,,14.0,,537.0,55.0,,67.0,,78.0,,,,127.0,619.0,,,,,3533.0,,676.0,,,183.0,,,
209.0,,1177.0,437.0,52.0,55.0,,66.0,,77.0,,,,127.0,,,,,,3534.0,,169.0,,,,,,
209.0,,216.0,22.0,537.0,55.0,,62.0,,77.0,,,,127.0,619.0,,,,,3535.0,,157.0,,,,,157.0,
,,,,861.0,55.0,,62.0,,78.0,,,,127.0,,,,,,3536.0,,,,,,,,
,,,,,55.0,,65.0,,78.0,,572.0,,127.0,,,,,,3537.0,,157.0,,,,,194.0,
,,,,,53.0,,,,77.0,,,1230.0,127.0,176.0,,,,,3538.0,,,,,,,,
,,384.0,,,55.0,,255.0,,77.0,,,,127.0,,,,,,3541.0,,,,,,,,
,,1175.0,22.0,537.0,54.0,,64.0,,78.0,,,,127.0,,,,,,3542.0,,,,,,,,
,,14.0,22.0,538.0,55.0,,66.0,,78.0,,90.0,,127.0,,,,,,1085.0,537.0,723.0,,619.0,183.0,,675.0,
3.0,,392.0,22.0,315.0,55.0,,64.0,,78.0,,,,127.0,,,,,,3544.0,,,,,,,,
,,14.0,,225.0,55.0,,72.0,,78.0,,,1237.0,127.0,,,,,,3547.0,,,,,,,,
0.0,,14.0,22.0,1198.0,55.0,,257.0,,78.0,,,,126.0,613.0,,,,,3548.0,150.0,,,,,,,
209.0,,,,44.0,54.0,,,,78.0,,,,127.0,,,,,,3550.0,,,,,,,,
2.0,,,,52.0,54.0,,,,78.0,,,,127.0,,,,,,3551.0,537.0,976.0,,619.0,,,310.0,
3.0,,,,1208.0,55.0,,72.0,,78.0,,573.0,1242.0,127.0,619.0,,,,,3552.0,,,,,,,,
,,15.0,223.0,52.0,55.0,,61.0,,78.0,,,,127.0,,,,,,3555.0,,157.0,,,,,1269.0,
,,14.0,,537.0,55.0,,69.0,,78.0,,,,127.0,619.0,,,,,3556.0,,,,,,,,
209.0,,1012.0,1184.0,52.0,54.0,,69.0,,78.0,,,,127.0,176.0,,,,,3558.0,,,,,,,,
,,,,537.0,54.0,,66.0,,78.0,,,,127.0,281.0,,,,,3559.0,,,,,,,,
,,,,,55.0,,,,77.0,,,,127.0,1223.0,,,,,3560.0,,,,,,,,
3.0,,15.0,,52.0,55.0,,71.0,,78.0,,,602.0,127.0,,,,,,3561.0,150.0,157.0,,177.0,,,,
,,,,1201.0,53.0,,,,77.0,,,1228.0,1248.0,,,,,,3562.0,,,,,,,,
,,,,537.0,55.0,,,,78.0,,,,,619.0,,,,,3563.0,,,,,,,,
,,14.0,22.0,52.0,55.0,,66.0,1218.0,78.0,,,,127.0,128.0,,,,,3566.0,52.0,166.0,,128.0,1261.0,,199.0,
,,,,,55.0,,,,78.0,,,,127.0,,,,,,3567.0,,157.0,,,,,157.0,
,,,,,,,,1216.0,77.0,,,1242.0,127.0,,,,,,3568.0,,,,,,,,
,,397.0,,52.0,55.0,,64.0,,77.0,283.0,572.0,,127.0,,,,,,3569.0,1156.0,718.0,,283.0,,,,
,,15.0,,52.0,55.0,,61.0,,77.0,,,,127.0,,,,,,567.0,,,,,,,,
,,,,236.0,54.0,,,,78.0,,,1231.0,127.0,,,,,,3571.0,,,,,,,,
209.0,,1175.0,22.0,537.0,55.0,,68.0,,78.0,82.0,94.0,,127.0,619.0,,,,,3573.0,667.0,,,,691.0,,1269.0,
,,1175.0,22.0,537.0,54.0,,68.0,,77.0,,,,127.0,619.0,,,,,3574.0,,,,283.0,183.0,,310.0,
,,,22.0,,55.0,,66.0,,77.0,,,,127.0,,,,,,3575.0,150.0,,,,,,157.0,
,,1175.0,22.0,537.0,55.0,,,,77.0,,,,127.0,619.0,,,,,3576.0,537.0,,,,,,,
,,1175.0,223.0,537.0,55.0,,,,77.0,,,,127.0,619.0,,,,,3578.0,,,,,,,,
,,,224.0,225.0,54.0,,65.0,,78.0,,,1232.0,127.0,,,,,,3579.0,,,,,,,,
,,,,,,,,,78.0,,97.0,,1247.0,1251.0,,,,,3581.0,,,,,,,,
,,14.0,22.0,537.0,54.0,,65.0,1213.0,78.0,,,,127.0,,,,,,3586.0,150.0,1260.0,,,1262.0,,675.0,
,,,,52.0,55.0,,257.0,,77.0,,,1230.0,127.0,,,,,,3587.0,,,,128.0,,,,
,,,,537.0,55.0,,66.0,,78.0,,,602.0,127.0,176.0,,,,,3588.0,,,,,,,,
208.0,,,,1188.0,54.0,,,,77.0,,,,127.0,,,,,,3589.0,140.0,157.0,,,,,157.0,
,,,,,55.0,,259.0,,78.0,,,,,619.0,,,,,3590.0,1255.0,157.0,,,,,157.0,
,,1177.0,,52.0,55.0,,,,77.0,283.0,572.0,,127.0,,,,,,3591.0,,,,,,,,
,,1178.0,22.0,1188.0,55.0,,63.0,,77.0,,92.0,,127.0,,,,,,3592.0,150.0,,,,,,,
209.0,,14.0,,52.0,55.0,,64.0,,78.0,,,1227.0,127.0,174.0,,,,,3593.0,,,,174.0,,,,
,,,,451.0,55.0,,,,78.0,,,,127.0,,,,,,3595.0,,,,,,,,
,,,224.0,1185.0,55.0,,65.0,,77.0,,,1230.0,127.0,619.0,,,,,3599.0,,157.0,,619.0,,,157.0,
,,,,52.0,55.0,,71.0,,,,,,127.0,,,,,,3600.0,52.0,,,,,,,
209.0,,,223.0,52.0,55.0,,63.0,,77.0,,,,127.0,,,,,,3601.0,,,,,,,,
,,395.0,437.0,52.0,55.0,,259.0,,77.0,,572.0,595.0,127.0,,,,,,3602.0,,199.0,,,1262.0,,162.0,
208.0,,1175.0,22.0,537.0,55.0,,71.0,,78.0,,,,127.0,619.0,,,,,3603.0,537.0,,,619.0,,,,
,,1175.0,,537.0,55.0,,259.0,,77.0,,,1230.0,127.0,,,,,,3604.0,,,,,,,310.0,
,,18.0,223.0,537.0,55.0,,66.0,,78.0,,,1243.0,127.0,138.0,,,,,3605.0,1258.0,,,,1263.0,,,
,,,,861.0,53.0,,61.0,,77.0,,,,127.0,,,,,,3606.0,,169.0,,,,,,
,,,,537.0,55.0,,,,78.0,,,,127.0,,,,,,3607.0,140.0,,,,,,,
,,389.0,22.0,537.0,55.0,,,,78.0,,,,127.0,,,,,,3608.0,,,,,,,,
,,388.0,23.0,1210.0,55.0,,71.0,,78.0,,92.0,,127.0,179.0,,,,,3610.0,,198.0,,177.0,183.0,,,
,,1175.0,,537.0,55.0,,61.0,,,,,,127.0,,,,,,3611.0,,,,,,,,
,,,,,,,,,77.0,86.0,92.0,1139.0,127.0,,,,,,3616.0,,,,,,,,
,,,,537.0,54.0,,,,78.0,,,,127.0,,,,,,3618.0,,,,,,,,
,,216.0,223.0,,55.0,,61.0,,78.0,,,,127.0,,,,,,3619.0,537.0,157.0,,,,,157.0,
,,,23.0,52.0,55.0,,64.0,,78.0,,572.0,,127.0,,,,,,3620.0,,199.0,,,,,198.0,
,,,,52.0,54.0,,,,78.0,,,,127.0,128.0,,,,,3621.0,1257.0,157.0,,,,,157.0,
,,,,52.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3623.0,,,,,,,,
209.0,,1178.0,1182.0,537.0,55.0,,,,78.0,,,,127.0,619.0,,,,,3625.0,,157.0,,,,,157.0,
2.0,,,,,,,,,78.0,,,,127.0,1252.0,,,,,3626.0,1254.0,157.0,,,,,157.0,
1172.0,,,,537.0,54.0,,64.0,,78.0,,,,1248.0,619.0,,,,,3627.0,,157.0,,,,,157.0,
,,338.0,,538.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3631.0,,,,,,,,
209.0,,215.0,,861.0,55.0,,62.0,,78.0,,,,127.0,,,,,,3632.0,,157.0,,,,,,
,,216.0,,52.0,55.0,,62.0,,78.0,,,,1249.0,281.0,,,,,3634.0,,,,,,,,
,,1175.0,,537.0,55.0,,258.0,,78.0,,92.0,,127.0,138.0,,,,,3635.0,1258.0,,,138.0,1263.0,,,
,,388.0,22.0,1210.0,55.0,,259.0,,78.0,,,602.0,127.0,,,,,,3637.0,,,,,,,,
,,,,,55.0,,,,78.0,,,595.0,127.0,,,,,,3638.0,,,,,,,,
,,,,1196.0,55.0,,,,78.0,,97.0,1244.0,,1223.0,,,,,3639.0,,,,,,,,
,,,,225.0,53.0,,,,77.0,,,1239.0,127.0,,,,,,3641.0,,,,,,,,
,,1175.0,22.0,537.0,55.0,,257.0,,78.0,,,,127.0,619.0,,,,,3642.0,537.0,,,619.0,,,,
,,,,,55.0,,257.0,,78.0,,,1240.0,,619.0,,,,,3644.0,,,,,,,157.0,
0.0,,386.0,,52.0,55.0,,71.0,,77.0,297.0,,,127.0,,,,,,3646.0,,166.0,,128.0,,,,
,,,,1201.0,55.0,,,,77.0,,,1228.0,127.0,,,,,,3649.0,,,,,,,,
,,384.0,,1194.0,55.0,,60.0,,78.0,297.0,92.0,,127.0,,,,,,3652.0,,157.0,,,,,157.0,
,,384.0,437.0,538.0,55.0,,68.0,1214.0,78.0,,94.0,578.0,127.0,,,,,,3653.0,,199.0,,,,,,
0.0,,,,,55.0,,,,77.0,,,,127.0,,,,,,3654.0,,,,,,,,
,,1178.0,22.0,537.0,54.0,,61.0,,78.0,,,,127.0,619.0,,,,,3656.0,140.0,157.0,,619.0,,,157.0,
2.0,,,,1194.0,55.0,,259.0,,77.0,,,,127.0,,,,,,3657.0,,,,,,,,
,,216.0,,537.0,55.0,,64.0,,78.0,,,,127.0,,,,,,3658.0,,169.0,,,,,,
,,,22.0,246.0,55.0,,,,77.0,,,,127.0,,,,,,3659.0,,720.0,,179.0,299.0,,,
3.0,,14.0,,1210.0,55.0,,,,77.0,,,,127.0,179.0,,,,,3660.0,1210.0,157.0,,,,,157.0,
,,1178.0,,1198.0,55.0,,65.0,,78.0,,,,127.0,,,,,,3661.0,,,,,,,,
,,216.0,22.0,1191.0,55.0,,253.0,1065.0,78.0,,,,127.0,,,,,,862.0,154.0,720.0,,296.0,,,,
,,,,537.0,55.0,,58.0,,78.0,,,,127.0,619.0,,,,,3663.0,,,,,,,,
,,,,,55.0,,,,78.0,,,,127.0,,,,,,3664.0,154.0,,,,,,,
,,,,1185.0,54.0,,62.0,,77.0,,,,127.0,,,,,,3666.0,,157.0,,,,,157.0,
,,395.0,,52.0,55.0,,69.0,,77.0,,,,127.0,,,,,,3668.0,,676.0,,,,,,
,,,,1207.0,55.0,,,,77.0,,,,127.0,1250.0,,,,,3669.0,,,,,,,,
0.0,,,,,,,,,77.0,,92.0,1243.0,127.0,138.0,,,,,3670.0,,,,,,,,
209.0,,216.0,437.0,52.0,55.0,,62.0,,78.0,,,,127.0,,,,,,3671.0,,,,,,,,
,,,,537.0,54.0,,67.0,,78.0,,,,127.0,619.0,,,,,3672.0,150.0,723.0,,179.0,,,310.0,
,,1178.0,22.0,537.0,54.0,,59.0,,,,,,127.0,619.0,,,,,3674.0,667.0,166.0,,177.0,,,1268.0,
1.0,,,1184.0,1194.0,55.0,,69.0,,78.0,297.0,,,127.0,297.0,,,,,3676.0,,,,,,,,
208.0,,14.0,1182.0,538.0,55.0,,257.0,,78.0,,,,127.0,129.0,,,,,3677.0,154.0,723.0,,177.0,1262.0,,723.0,
,,,,,55.0,,69.0,,78.0,,,1236.0,127.0,,,,,,3678.0,,166.0,,138.0,,,199.0,
,,,,1206.0,55.0,,65.0,,78.0,,,,127.0,,,,,,3679.0,,157.0,,,,,157.0,
,,395.0,,52.0,54.0,,,,,,,,127.0,,,,,,3680.0,,157.0,,128.0,,,157.0,
1172.0,,15.0,21.0,537.0,55.0,,64.0,,78.0,,572.0,,127.0,,,,,,3681.0,,,,,,,,
,,1178.0,,537.0,55.0,1212.0,68.0,,78.0,,,,127.0,619.0,,,,,3683.0,,,,,,,,
,,,,1190.0,55.0,,71.0,,77.0,619.0,,,126.0,,,,,,3685.0,,,,,,,157.0,
,,14.0,,1210.0,55.0,,65.0,,78.0,,103.0,,127.0,179.0,,,,,3688.0,1210.0,,,179.0,,,,
209.0,,,,,,,,1214.0,78.0,,,,127.0,138.0,,,,,3690.0,,,,,,,,
,,,,,55.0,,66.0,,77.0,,,,1248.0,,,,,,3691.0,,,,,,,,
,,,,,,,,,77.0,619.0,,,127.0,619.0,,,,,3692.0,,157.0,,,,,157.0,
0.0,,,,537.0,54.0,,64.0,,78.0,,,,127.0,,,,,,3693.0,,157.0,,174.0,,,,
,,14.0,,,55.0,,,,77.0,,,,127.0,296.0,,,,,3696.0,,157.0,,,,,157.0,
1172.0,,14.0,,537.0,55.0,,254.0,1213.0,78.0,,,,127.0,,,,,,3697.0,,,,,,,,
,,13.0,,537.0,55.0,,259.0,,77.0,,,,127.0,619.0,,,,,3699.0,,,,,,,,
,,,,,53.0,,,,77.0,,,,127.0,1250.0,,,,,3700.0,,,,,,,,
,,,,,55.0,,,,78.0,,,1231.0,127.0,,,,,,3701.0,,,,,,,,
209.0,,,,537.0,54.0,,72.0,,78.0,,,,127.0,,,,,,3702.0,1255.0,201.0,,619.0,,,,
209.0,,,,537.0,54.0,,64.0,,78.0,619.0,,,127.0,,,,,,3703.0,,,,,,,,
,,1177.0,437.0,52.0,55.0,,67.0,,78.0,,,,127.0,619.0,,,,,3705.0,,,,,,,,
,,1175.0,,537.0,53.0,,,,77.0,,,,127.0,619.0,,,,,3707.0,537.0,157.0,,619.0,,,,
,,,,537.0,54.0,,65.0,,77.0,82.0,,,127.0,176.0,,,,,3710.0,,,,,,,,
,,,,52.0,53.0,,62.0,,77.0,,,,127.0,,,,,,3711.0,,,,,,,,
,,1173.0,,537.0,55.0,,61.0,,78.0,,,,127.0,,,,,,3712.0,,157.0,,,,,,
,,,,52.0,54.0,,62.0,,78.0,1220.0,,,127.0,,,,,,3718.0,,,,,,,,
,,,22.0,52.0,54.0,,69.0,1215.0,77.0,,,,127.0,176.0,,,,,3719.0,,,,176.0,,,157.0,
,,14.0,,537.0,55.0,,,1218.0,78.0,82.0,1225.0,,127.0,138.0,,,,,3722.0,1259.0,,,,,,,
2.0,,14.0,22.0,52.0,55.0,,72.0,,78.0,86.0,,1230.0,127.0,,,,,,3723.0,,,,,,,,
,,216.0,22.0,52.0,55.0,,259.0,,77.0,,,,127.0,128.0,,,,,3724.0,,,,,,,,
,,,,443.0,54.0,,,,77.0,,,602.0,127.0,,,,,,3728.0,,157.0,,,,,,
1.0,,1175.0,224.0,537.0,55.0,,66.0,,77.0,,,,126.0,,,,,,3730.0,,157.0,,,,,157.0,
,,1175.0,22.0,537.0,55.0,,71.0,,78.0,,,,127.0,619.0,,,,,3731.0,,,,,,,,
,,15.0,,236.0,55.0,,67.0,,78.0,,,,,,,,,,3733.0,,,,,183.0,,,
,,,223.0,537.0,55.0,,65.0,,77.0,,92.0,,127.0,,,,,,3735.0,,,,,,,,
208.0,,,,537.0,54.0,,,,,,,,127.0,,,,,,3737.0,140.0,,,,,,,
,,389.0,223.0,537.0,55.0,,259.0,,78.0,,,1238.0,1249.0,,,,,,3740.0,,,,,,,,
,,392.0,22.0,537.0,54.0,,68.0,,78.0,,,,,619.0,,,,,3741.0,,157.0,,,1263.0,,,
,,14.0,,1206.0,55.0,,66.0,,77.0,,,,127.0,,,,,,3742.0,,,,,,,,
,,384.0,437.0,861.0,55.0,,259.0,,77.0,,,,127.0,,,,,,3745.0,,,,,,,,
,,,,,53.0,,69.0,,77.0,,,,127.0,,,,,,3746.0,,,,,,,,
,,14.0,,451.0,55.0,,67.0,,78.0,,,1234.0,127.0,,,,,,3747.0,,157.0,,,,,157.0,
,,389.0,,,55.0,,65.0,,77.0,,,595.0,127.0,,,,,,3749.0,,200.0,,283.0,,,162.0,
1.0,,,,1209.0,55.0,,64.0,,77.0,,92.0,1246.0,127.0,,,,,,3751.0,,,,,,,,
6.0,,,,,,,,,77.0,,,593.0,127.0,,,,,,3753.0,,,,,,,,
209.0,,,,1185.0,55.0,,,,77.0,,,,127.0,613.0,,,,,3755.0,,,,,,,,
,,1178.0,22.0,537.0,55.0,,67.0,546.0,78.0,,,,127.0,619.0,,,,,3756.0,,,,,,,,
,,,,,55.0,,253.0,,78.0,,,595.0,127.0,,,,,,3757.0,,157.0,,,,,157.0,
,,1177.0,437.0,52.0,55.0,,66.0,1215.0,77.0,,,,127.0,,,,,,3758.0,,,,,,,199.0,
,,14.0,,52.0,55.0,,67.0,,78.0,1221.0,,1232.0,127.0,,,,,,3759.0,,199.0,,,,,,
209.0,,1012.0,1184.0,52.0,55.0,,259.0,,77.0,,,1233.0,127.0,281.0,,,,,3761.0,,169.0,,138.0,,,1269.0,
1.0,,1179.0,,52.0,55.0,,67.0,,78.0,,913.0,,126.0,,,,,,3763.0,,720.0,,,,,,
,,215.0,,52.0,55.0,,71.0,,78.0,,92.0,,127.0,,,,,,3766.0,,,,,,,,
,,,,537.0,54.0,,65.0,,77.0,86.0,,595.0,127.0,297.0,,,,,3769.0,,,,,,,,
,,1177.0,437.0,52.0,55.0,,72.0,,77.0,,,,127.0,,,,,,3771.0,,,,,,,,
,,1012.0,223.0,1210.0,55.0,,66.0,,78.0,,,,127.0,138.0,,,,,3772.0,1256.0,157.0,,179.0,183.0,,,
,,14.0,,1197.0,55.0,,257.0,546.0,78.0,,,106.0,127.0,,,,,,3776.0,,,,,,,,
,,,,52.0,55.0,,62.0,,77.0,,,,127.0,,,,,,3777.0,,,,,,,,
,,,,537.0,55.0,,66.0,,77.0,,,,1249.0,,,,,,3778.0,,,,,,,,
,,,,,,,,,78.0,,,,127.0,138.0,,,,,3779.0,,,,284.0,,,,
,,14.0,223.0,537.0,55.0,,68.0,,78.0,,,,127.0,619.0,,,,,3780.0,667.0,166.0,,177.0,183.0,,199.0,
,,13.0,,52.0,53.0,,,1214.0,78.0,,,1115.0,127.0,,,1253.0,,,3781.0,,,,,,,,
209.0,,1179.0,,52.0,55.0,,62.0,,78.0,,,,127.0,,,,,,3782.0,,722.0,,,1266.0,,,
,,,,52.0,53.0,,,1065.0,78.0,86.0,,,127.0,,,,,,3783.0,,,,,,,,
208.0,,1177.0,437.0,52.0,55.0,,258.0,,77.0,,,,127.0,138.0,,,,,3784.0,,,,138.0,,,,
209.0,,338.0,1184.0,538.0,55.0,,65.0,,78.0,,,,127.0,,,,,,3786.0,,157.0,,283.0,1265.0,,,
208.0,,1178.0,,537.0,54.0,,64.0,,78.0,,,,127.0,176.0,,,,,3788.0,,,,,,,,
,,,,1209.0,53.0,,,,77.0,1219.0,,578.0,127.0,,,,,,3789.0,,,,,,,,
,,,,52.0,55.0,,61.0,,78.0,,92.0,,127.0,297.0,,,,,3794.0,52.0,169.0,,128.0,,,,
208.0,,14.0,22.0,,55.0,,71.0,,78.0,,,,127.0,,,,,,3796.0,,198.0,,,,,725.0,
,,14.0,,1206.0,55.0,,71.0,,78.0,,,602.0,127.0,,,,,,3799.0,,157.0,,,,,157.0,
1.0,,1175.0,223.0,537.0,55.0,,67.0,,78.0,,,,127.0,619.0,,,,,3800.0,150.0,676.0,,,,,675.0,
,,1179.0,,537.0,55.0,,72.0,,78.0,,,,,619.0,,,,,3801.0,,,,,,,,
,,,,537.0,55.0,,59.0,,78.0,,,,127.0,,,,,,3802.0,,,,,,,,
0.0,,,,1194.0,55.0,,,,78.0,,,,127.0,,,,,,3805.0,,,,,,,,
209.0,,,,1206.0,55.0,,62.0,,78.0,,,,127.0,,,,,,3806.0,,,,,,,,
1.0,,392.0,22.0,52.0,54.0,,72.0,,78.0,,,,127.0,,,,,,3808.0,,,,,1264.0,,,
,,,,225.0,55.0,,,1065.0,78.0,86.0,92.0,1230.0,127.0,129.0,,,,,3809.0,,157.0,,,,,157.0,
209.0,,392.0,1184.0,52.0,55.0,,62.0,,78.0,,,,127.0,,,,,,3810.0,,,,283.0,1265.0,,158.0,
,,,,861.0,55.0,,,,,,,,127.0,,,,,,3811.0,,157.0,,,,,157.0,
,,,,,,,,,77.0,1222.0,,1230.0,127.0,619.0,,,,,3815.0,,,,,,,,
,,14.0,,537.0,54.0,,65.0,,78.0,,,,127.0,,,,,,3817.0,140.0,,,,,,,
,,,,52.0,55.0,,257.0,,78.0,,,1242.0,127.0,,,,,,3818.0,,,,133.0,,,,
,,,,52.0,55.0,,71.0,,78.0,,,,127.0,,,,,,3819.0,,,,,,,,
,,,22.0,52.0,55.0,,64.0,,77.0,283.0,,,127.0,,,,,,3823.0,,,,176.0,,,,
,,15.0,,52.0,55.0,,64.0,,78.0,,92.0,,127.0,128.0,,,,,3825.0,,,,,,,,
1.0,,15.0,,52.0,55.0,,67.0,,78.0,,,,127.0,,,,,,3826.0,,200.0,,,,,725.0,
,,,,537.0,55.0,,66.0,,78.0,,,602.0,127.0,,,,,,3827.0,537.0,,,176.0,,,,
0.0,,1175.0,22.0,1210.0,55.0,,,,78.0,,,,127.0,619.0,,,,,3828.0,140.0,199.0,,619.0,299.0,,723.0,
,,1177.0,,52.0,55.0,,61.0,,77.0,,572.0,1232.0,127.0,,,,,,3829.0,,,,,,,,
1172.0,,1175.0,437.0,537.0,55.0,,72.0,,78.0,,94.0,,127.0,619.0,,,,,3832.0,,,,133.0,,,1267.0,
