x1,x2
2191,2472
2165,2543
2343,2338
2598,2582
1943,1985
1917,2030
2086,2078
2303,1943
2053,2223
2047,2305
2267,2087
2033,2131
2554,2299
2542,2164
2172,2495
2081,1964
1966,2550
2407,2240
2241,2592
2408,2258
2516,2032
2638,2271
2161,2294
2087,2071
2125,2071
1983,2646
2194,2302
2473,2322
2197,2313
2189,2184
2552,2266
2223,2138
2253,2460
1917,2469
2095,2220
2187,2543
2555,2599
2275,2601
2563,2201
2124,1938
2264,2368
2302,2471
1942,2084
2526,2278
2511,2302
2600,2507
2150,2154
2319,1940
2297,1958
2551,2646
2398,2138
2354,2188
2072,2294
1943,2184
2086,2564
2420,2533
2395,2408
2334,2507
2243,2336
2589,2072
2212,2469
2370,2308
2294,2343
2440,2289
2179,2220
2649,2279
2420,2468
2377,2247
2638,2108
2222,2096
2058,2234
2067,2019
2200,2495
2109,2290
2233,2300
2225,2627
2259,2347
2589,2555
1955,2183
2304,2125
2218,2275
2063,2601
2237,2430
2611,2524
2550,2123
2508,2117
2344,2254
2250,1913
2073,2109
2542,2553
2313,2120
2063,2261
2039,2117
2613,2139
2551,2550
1921,1935
2329,2467
2225,2097
2141,2362
2560,2069
2630,2370
1955,2592
1945,2347
2520,2578
2103,2347
2028,1577
2649,2148
2332,2052
2318,1964
2369,2561
2578,2229
1991,2061
1943,2551
2518,2458
2352,2064
2250,2629
2294,2007
2073,2201
2200,2257
2381,2124
2145,2525
2124,2339
1979,2040
2582,2163
2073,1925
2404,2210
2460,2323
2030,2520
1955,2279
2338,2174
2115,2324
2150,1941
2372,2385
1955,2302
2543,2047
2336,2057
1941,2601
1938,2299
1946,2206
2183,1920
2241,2072
2338,2032
1997,2499
2240,2276
2559,2109
2438,1952
2629,2026
2414,2352
2489,2043
2575,2043
1920,2223
2601,2347
2192,2202
2474,1960
2370,2553
2206,2561
1916,2149
2215,2047
2550,2190
2063,2216
2363,2414
2428,2059
2434,2241
2143,2002
2194,2609
2549,2212
2046,2495
2617,2250
2306,2446
2006,2645
2154,1946
1953,2123
1929,2359
2328,2427
2083,2478
2123,2625
2630,2206
2623,2150
2410,2088
1917,2043
2191,2007
2232,2280
2292,2135
2519,2377
2102,2279
2293,2068
2207,2550
2243,2438
1966,2615
2247,2355
1973,1927
2553,2464
2302,2567
2246,2032
2292,2581
2233,2098
2008,2455
2500,2604
2131,2607
2328,2128
2254,2087
2093,2638
2062,2434
2477,2139
2086,2414
2602,2376
1971,2625
2506,2045
2040,2575
2364,2157
2555,2653
2409,2331
2463,2327
2500,2485
2578,2233
2575,2233
2394,2279
2136,2376
2169,2203
2184,2552
2552,2561
2128,2246
2172,2554
1958,2171
1917,2244
2064,2244
2324,2220
2304,2128
2153,2102
2037,2046
2218,2624
2027,2337
2299,2409
2002,2128
2101,1926
2237,2363
1921,2001
2554,1962
2086,2005
2134,2283
2139,2037
1962,2020
2533,2398
2553,2542
2218,2559
2434,2617
2184,2578
1962,2495
2532,2387
2114,2228
2033,2077
2539,2630
2625,2005
2450,2313
2107,2322
2011,2225
2555,2597
2292,2039
2408,2539
2206,2492
2220,2410
2374,2485
2500,2563
2606,1946
2433,2593
1945,1465
2173,2403
2646,2063
2005,1971
2012,2157
1938,2046
1953,2278
2339,2352
2220,2423
2200,2088
2536,2484
2511,2390
1943,2030
2559,2563
1979,2030
1938,2172
2064,2549
2606,1971
2351,2026
1981,2501
1954,1973
2297,2171
2324,2200
2203,1945
2233,1946
2593,2539
2423,2428
2002,2555
1941,1932
2115,2611
2623,2354
2391,2556
2122,2005
2139,2142
1975,2126
1938,1966
1949,2146
2183,2062
2370,2043
2598,1932
2591,2261
1929,2655
2112,2542
2604,2506
2308,2088
2638,2290
2118,2095
2098,2500
2594,1954
2240,2624
2404,2078
2434,2479
2115,2045
2593,2600
2327,2075
2447,1995
2471,2594
2212,2482
2257,2575
2332,2007
2241,2289
2095,2590
2491,2149
2540,2642
2472,2148
2253,2124
2071,2134
2594,2053
2551,2165
2240,2601
2278,1986
2348,2347
2520,2142
2611,2543
2160,2120
2384,2399
2408,2464
2030,1943
2394,2458
2529,2149
2293,2338
2072,1941
2093,2489
2564,2030
2499,2078
2409,2460
1997,2542
1951,2159
2352,2564
2069,2326
2326,2464
2409,2504
1948,2151
2235,2003
2324,2581
2200,2326
2112,2060
2172,2064
1985,2579
2225,1972
2086,2229
2530,2057
1954,2072
2181,2644
2646,2363
2347,2408
1917,2613
2508,2057
2359,2220
2226,2367
2560,2504
2344,2029
2261,2492
2032,2419
2281,2535
2104,2559
1964,2242
2154,2363
2005,2495
2352,2098
2602,2044
2526,2073
2289,2196
2340,2229
2140,2611
2143,2174
2560,2386
2395,2607
2112,2104
2111,2053
2237,2033
2224,2475
2475,2325
2598,1577
2461,2149
2037,2088
1966,2103
1920,2643
2159,1957
1966,1985
2087,2134
2327,2509
1966,1997
2247,2480
2116,2233
1465,1948
2353,2492
2045,2086
2597,2292
2279,2128
2011,2116
2489,2356
2399,2519
2369,2324
2037,2044
2218,2423
2560,1971
1938,2478
2573,1953
2344,2132
2072,1939
2128,1954
2423,1993
2475,2143
2324,1993
2560,2404
2464,2468
2655,2033
2460,2354
2057,2305
2377,2555
2223,1465
2018,1976
1945,2268
2504,2383
2121,2414
2507,2103
2222,2072
2183,2194
2112,2546
2249,2054
2084,2611
2465,2148
2194,2463
1718,1948
2630,2033
2542,2501
2404,2467
2212,2040
2555,2191
2081,1932
2608,2589
2142,2363
2340,2654
2316,2023
2564,2184
2600,2576
2507,2088
2288,1983
2498,2180
2560,2103
2090,2590
2218,2300
2115,2654
2550,1984
2033,2055
2144,1577
2093,2369
2412,2628
2593,2324
2136,2423
2059,2112
2649,2629
2150,2369
2046,2109
2462,2428
2103,2109
1465,2608
2033,2103
2223,2635
2471,2334
2279,2617
2043,2575
1941,2087
2433,2040
2292,2377
1993,2427
2543,2069
2392,2308
2184,2464
2020,2561
2410,2218
1945,2475
2111,2491
2192,2024
2266,2108
2140,2500
2278,2544
2309,2482
2625,2266
2123,2407
2266,2165
2026,2394
2607,2331
2229,2356
2206,2154
2463,2081
2370,2278
2220,2077
2482,2290
2509,2174
2052,2399
2546,2428
1943,2104
2095,2331
2240,2090
2224,2588
2537,2608
2188,2370
2150,2172
2142,2429
2433,2078
2368,1954
2520,2290
2578,2266
1979,2258
1984,2124
2492,1941
2542,2240
2376,2257
2033,2504
2359,2142
2602,2586
2638,2043
2458,1945
2611,1966
2617,2445
1941,2180
2654,1984
2244,2539
2253,2407
2351,2491
2309,2078
2139,2615
2003,2652
2302,2653
2159,2061
2625,2363
2234,2478
2138,2509
2304,2294
2543,2461
2306,2460
2414,2624
2338,2516
2294,2463
2212,2334
2485,2578
2377,2344
2550,1917
2111,2351
2326,2428
2425,2498
2099,2230
2615,2059
2604,2563
2043,2638
2647,2202
1917,1993
2489,2563
2356,2408
2644,2313
2520,2306
2598,2617
2350,2115
2631,2290
2646,2578
2526,2426
2039,2148
2464,2606
2546,1979
1941,2571
1983,2359
1919,1995
2148,2183
1973,2001
2265,2566
1913,2355
2134,2496
1940,2052
2300,2630
2384,2588
2397,2357
2564,2037
2347,2491
2133,2149
2409,1983
1964,2023
2445,2259
2267,2304
2266,2292
2208,2347
1918,2078
2374,2549
2027,1999
2207,2526
2086,2578
2351,2127
2151,2250
2123,2575
2104,2220
2520,2037
2224,1920
2233,2561
1940,2032
2123,2040
2616,2510
2436,2072
2500,2257
2410,2623
1917,2429
2611,2449
2467,2359
1951,1995
2085,1964
1965,1975
2463,2169
2578,2257
2289,2347
2498,2047
2073,2299
2184,2601
2406,2453
2074,1918
2108,2084
2033,2253
2391,1986
2504,1985
2128,2629
2302,2065
2055,2005
2054,2110
2116,2583
2564,2604
2515,2349
2612,2566
2484,2446
1987,2111
2112,2353
2654,2469
2624,2064
2590,2299
1986,2575
2482,2623
2585,1914
2387,2007
2608,1926
2309,2172
1940,2509
2103,1966
1966,2601
2655,2139
2180,2465
2309,1997
2007,2092
2194,2333
2576,2478
2624,2121
2564,2624
2363,2619
2032,2588
2104,1946
1972,2013
2373,1960
1917,1943
1970,2081
2056,2084
2579,2602
2294,1577
2385,1959
2546,1962
2041,2034
2552,1966
2123,2324
2386,2485
2604,2467
2331,2506
2344,2294
1931,2009
1991,2459
2106,2437
2078,1938
2386,2088
2282,2111
2435,1995
2028,2135
2336,2134
2278,2030
2028,2465
2537,2471
2324,2469
2006,2018
2323,2370
2331,2201
2020,2579
2419,2250
2009,2024
2045,2109
2659,2160
1718,2038
2610,2133
2004,2024
2054,2249
2121,2073
2044,2058
2511,2274
2134,2153
2579,2559
2506,2573
2302,1955
2560,2625
2631,2090
2467,2507
2485,2190
1960,2405
2593,2131
2123,2370
2023,2193
2407,2613
2409,2601
2339,2623
2510,2597
2261,2083
1925,2430
2190,2506
2144,2642
2646,2428
2526,2095
2573,2150
2516,2419
2625,2507
2278,2323
2451,2330
2567,2081
2390,2451
1984,2253
2282,2198
2266,2477
2543,2347
2555,2246
2407,2543
2525,2328
2028,2241
2005,2206
2638,2112
1948,2246
2151,1916
2191,2372
2654,1943
2324,2392
2016,2645
2309,2244
2108,2218
2018,1951
2500,2309
2552,2654
2124,2324
2123,2552
2610,2566
2223,2379
2521,2188
2104,1917
2485,2063
2347,2348
2139,2464
2501,2543
2564,2646
2492,1938
2060,1946
2634,1956
2069,2062
2054,2582
1951,1976
2547,2294
2324,2601
136,2102
2601,2086
2268,2196
2509,2087
2239,2332
2462,2020
2246,2127
2229,2655
2520,2098
2052,1577
2370,1986
1998,2538
1926,2085
2282,2039
2446,2542
2346,2538
1981,2451
2428,1979
2429,2067
2172,2553
2322,2047
2509,2617
2250,2475
2616,2187
2468,2507
2235,2394
2589,2279
2176,1940
2636,2000
1981,2327
2334,2520
2589,2032
2495,2201
2545,2454
2616,2372
2117,1577
2115,2520
2649,1932
2657,2022
2261,2410
2289,2028
2333,1940
2510,2351
2292,2463
2241,2135
2229,2201
2593,2407
1931,2159
2578,2500
1932,2196
2315,2143
2575,2115
2072,2254
2254,2127
2148,2597
1959,2057
2629,2215
2578,2611
2280,1947
1962,2115
2411,2342
2504,2554
2555,2516
2374,2213
2591,2142
2399,2111
2196,2026
2600,2391
2553,2112
2542,2276
2376,2122
2109,1963
2047,2351
2553,2308
2053,2081
2598,2259
1927,2648
1718,2399
1925,2550
2060,2446
2084,2290
2585,1968
2478,2266
2381,2043
2606,2638
2404,2190
2532,2549
2137,2502
2367,2289
2174,2582
2239,2555
1994,1932
2347,2046
2564,2543
2081,2510
2328,2461
1940,1577
2151,2125
2561,2478
2619,2607
2555,2372
2499,2631
2567,2420
2414,2064
2073,2638
2201,2430
2552,1938
2010,2509
1718,2239
2142,2532
2037,1942
2575,2619
2064,2638
2359,2646
2458,2328
2392,2220
2191,2567
2117,2367
2072,2038
2593,2190
1917,2112
1943,2625
2180,2054
2498,2567
2556,2109
2290,2611
2359,2240
2642,2138
2190,2532
2463,2194
2409,2539
2550,2104
2283,2589
2220,2098
2115,2625
2052,2143
2510,2151
1955,2436
2033,2261
2511,2003
1945,2332
2063,2200
2002,2519
2218,2521
2354,2638
2460,2551
2342,2450
2032,2285
2561,2504
2341,2455
2165,1986
2146,2488
2611,2563
2425,2525
1577,1465
2398,2616
2340,2553
2417,2327
2646,2381
2284,1995
2142,2478
2432,2501
2615,2353
1968,2657
2220,2074
2583,2116
2060,1962
2260,2091
2233,2213
2469,1979
1932,2111
2510,2347
1922,2120
2139,2542
2104,2040
2143,2315
2165,2611
2201,2374
2010,2176
2240,2655
2555,1947
2176,2127
1983,2520
1940,2149
1941,2511
2072,2652
2335,2361
2357,2659
2381,2625
2233,2356
2104,2564
2616,2246
2590,1962
2506,2240
2348,1946
2532,2460
2122,1925
2005,2604
2210,2323
1940,2135
2573,2123
2516,2377
2356,2258
2600,2142
2563,2369
2565,2581
2654,2532
2028,2087
2495,2630
2471,2081
2148,2598
2149,2183
2446,2625
2430,2469
2315,2629
2019,2443
2031,2242
2334,2433
2544,2203
2629,2250
2058,2478
2648,1950
2615,2154
2253,2532
2052,2498
2190,2369
2561,2326
2243,2327
1980,1995
2655,2124
2241,2608
2591,2561
2229,2418
2240,2323
2433,2564
2658,2192
2140,1997
2060,2300
2490,2349
2458,2062
2154,1971
2045,2083
1959,2344
2237,2446
2638,2098
1991,2022
1955,2199
2123,2353
2199,2144
2057,2111
2564,2586
2279,2054
1946,2073
2160,2455
2586,2043
2590,2604
2464,2428
1948,2384
2172,2329
2477,2257
2054,2372
2328,2081
2404,2030
2376,2147
2187,2279
2239,1718
2123,2526
2628,2342
2212,2410
2233,2308
2376,2347
2136,2206
2465,2338
2347,2137
2319,2436
2625,2586
2212,2655
2561,2542
2602,2103
1946,2404
2561,1918
1994,2087
2151,2328
2489,2037
1988,2320
2482,2103
2567,2289
2005,2418
1917,2271
2516,2605
2183,2087
2032,2081
2127,2134
2113,2548
2559,1943
2057,2210
1577,2372
1919,1958
2342,2540
2590,2526
2386,2607
2243,2398
2299,2347
2615,2500
2571,2148
2191,1948
2395,1929
2145,2659
1983,2564
2491,2032
1972,136
2611,2464
2600,2347
2067,2007
1929,2591
2250,2223
2148,2509
2536,2526
2631,2098
2465,2282
1465,1577
2068,2198
2489,2067
2232,2325
2617,2294
2240,2638
2336,2125
2391,2056
2560,2059
2463,2461
2604,1953
2139,2253
2257,2056
2337,1972
2149,1926
2653,2054
2619,2369
2055,2200
2218,1984
2655,2631
2188,2086
2271,1925
2465,1941
2363,2218
2292,2273
2492,2369
2063,2190
2539,2492
2336,2502
2498,2582
2104,2306
2124,2090
2654,2619
2381,2095
1955,2537
2333,2199
2078,2532
1975,1990
2502,2529
2411,2412
2223,2338
2352,2593
2058,2331
2507,2121
2054,2203
2000,2022
1718,2333
2423,2063
2148,1465
2124,2266
2194,2054
2201,2220
2510,2338
2049,2562
2001,2365
2095,2446
2399,2151
2103,2507
2492,2573
2344,2434
1917,2229
2108,2045
2393,2449
136,2042
2072,2568
2344,2176
1997,2326
2236,2089
2650,2170
2543,2654
2520,2139
2188,2410
2539,2560
2218,2414
1993,2290
2131,2433
2109,1925
2404,2142
2292,2196
2024,2009
2578,2104
1926,2394
2261,2074
2118,2552
2324,2212
2237,2654
2559,2093
1985,2654
2478,2392
2538,2459
2276,2553
1995,2337
2026,2191
2369,2271
2235,2132
2551,1953
2145,1964
2244,2339
2271,2395
2467,2560
2331,2553
2542,2414
2289,2367
2559,2112
2121,2201
2084,2590
2143,2343
2333,1945
2123,2654
2273,2246
2063,2579
2190,2118
2504,2423
2220,2554
2064,2409
1953,2623
2331,2492
1939,2642
2372,2249
2619,2575
2007,1985
2104,2200
2108,2376
2500,2140
2602,2253
2282,2223
2631,2347
2638,2257
1938,2077
2271,1943
2550,2363
2132,2198
2593,2340
2542,2407
2510,2282
2268,2463
2074,2154
2323,2331
2045,2625
2308,1966
2093,2142
2649,2394
2528,2263
2398,2142
2646,2237
2485,2409
1941,2125
2108,2404
1979,2122
1953,2184
2244,1925
2024,2364
2068,2282
2184,2630
2460,2446
1993,2088
2299,2520
2183,1932
2643,2102
1918,2654
2604,2489
2081,2254
2244,2359
2518,2198
2026,2264
2263,2313
2282,1981
2221,2479
2510,2508
2028,2298
2143,2239
2194,2148
1986,2625
2071,2597
2093,2563
2078,2172
2004,1951
2111,2344
2033,2482
1953,2521
2046,2506
1945,2617
2139,1983
2633,2659
2282,2144
2551,2045
2078,2619
2376,2520
1920,2246
2300,2020
2611,2308
2066,2031
2472,2199
2216,2055
2030,2109
1924,2622
2174,2239
1984,1938
2275,1946
2160,2146
1577,2151
2340,2410
2575,2077
2414,2206
2468,2088
2590,1941
1918,2046
2215,2283
1953,2560
1916,2588
2482,2077
2445,2319
2087,2052
2600,2591
2333,2138
2101,2451
2492,1962
2138,2176
2495,2464
2395,2229
2409,2092
2289,2366
2408,2244
2055,2077
2266,2407
1955,2420
2571,2594
2559,2201
2564,2468
2578,2623
2542,2064
2348,2210
2166,2107
2484,2139
2073,2095
2360,2238
2398,2510
2224,2191
2484,2201
2496,2053
2370,2326
2148,2153
2140,2064
2045,2573
2124,2276
2508,2491
2112,2381
2196,2589
2643,2054
1948,2241
2093,2299
2471,2336
1919,2004
2125,1955
2495,2084
2414,2083
2428,2147
2652,2072
2264,1465
1928,2284
2078,1993
2638,2410
2543,2564
1963,2122
2257,2469
2133,2289
2462,2030
2235,2652
2655,2086
2299,2410
2590,2088
2376,2165
2244,2556
1983,2037
2276,1984
2553,2590
2395,2078
2049,1975
2089,2570
1941,2033
2033,2164
2643,2180
2181,2146
2479,2327
2332,2183
2103,2311
2384,2250
2090,1984
2063,2334
2126,2099
2397,2129
1994,2282
2386,2220
2275,2172
1945,2351
2038,2336
2330,2588
2224,2117
2149,2598
2520,2374
2184,2607
2021,2030
2112,2356
2554,2084
2351,2133
1993,2363
2561,2381
2499,2607
2203,2516
2571,2379
2122,2500
1972,2004
2549,1986
2350,2404
2133,2555
2261,2005
2339,2554
2509,2194
2215,2134
2073,2553
2383,2147
2539,2347
2589,2254
2196,2268
2157,2024
2507,2073
1943,2220
2338,2224
2381,2233
2354,1941
2563,2630
2586,2150
2060,2055
2426,2490
2139,2374
2324,2033
1943,2095
2559,2623
2543,2485
2502,2325
2266,2073
1993,2244
2088,2354
2425,2047
2550,2433
2607,2407
2180,2498
1465,2458
2564,2123
2353,2112
2247,2642
2630,2554
2573,2074
2215,2042
2201,2484
2446,2423
2636,2006
2625,2520
2104,1989
2591,2043
2370,2559
2575,2057
2005,2623
2212,1983
2654,2206
2122,2423
1999,2018
1917,2212
2266,2275
2046,2093
2124,2539
2410,2615
2332,2081
2127,2473
2028,2163
2078,2046
2196,2472
2047,2567
1953,2244
2423,2467
2654,2115
2118,2477
2199,2642
2037,2604
2102,2511
2417,2447
2327,2087
2133,2066
2060,2428
2552,2404
2526,2020
2477,2549
2278,2190
2069,2476
1963,2309
2294,2243
2258,2404
2241,2247
1995,2645
2074,2309
1927,2538
2138,2028
2340,2477
2278,2140
2043,2391
2504,2086
2240,2093
2478,2601
2575,2055
2601,2290
1970,2267
2546,2631
2392,2266
2053,1577
2063,2526
1948,2491
2654,1966
2362,2133
2469,2020
2500,2573
2115,1989
2299,2122
2542,2543
2000,2365
2271,2118
2369,2638
2461,136
1947,2246
2413,2400
2210,2095
2020,1943
2271,2331
1984,2546
2406,2226
2218,2370
2268,2180
2002,2282
1953,2275
2394,2132
2511,2653
2319,2039
1962,2526
2169,2385
2112,2220
2507,2074
2072,2315
2054,2235
2611,2142
2149,2302
2333,2653
2543,2495
2187,2151
2250,1945
2176,2567
2071,2187
2047,2023
2500,2602
2235,2491
2561,2109
2551,2407
2617,2345
2654,2578
2037,1938
2244,2391
1932,2384
2258,2103
2355,1577
2504,2108
2121,2520
2213,2575
2030,2646
2326,2033
2563,2623
2165,2201
1984,2109
2201,1989
2043,2500
2477,2363
2306,2504
2601,2410
1947,2451
2145,2289
2143,1980
2492,2559
2543,2062
1979,2216
2070,2260
1975,2488
2384,2598
2410,2326
2338,2111
2254,1945
2604,2306
2338,1955
2221,1952
2052,2458
1943,2363
2194,2491
2064,2646
2276,2550
2655,1943
2347,2629
2506,2083
2304,2510
2393,2037
2180,1941
2233,2539
2324,2154
2423,2586
1985,2340
2623,1953
2276,2200
2145,2367
2546,2090
1943,2118
2024,2365
2350,2150
2232,2366
2575,2309
2485,1953
1945,2161
2468,2334
2247,2267
2638,2233
2629,2472
2042,2567
1980,2337
2187,2053
1577,2472
2224,2032
2623,2007
1932,2052
2062,1577
2249,2434
2360,2317
2617,2169
2485,2646
2352,2339
2009,1998
1993,2074
1940,2148
2223,2436
1973,2143
2419,2149
1929,2278
2404,2311
2052,2629
2653,2617
2292,2189
2148,1932
2471,2608
1962,2352
2253,2240
2088,2108
2327,1941
2475,2333
2320,2349
2139,2559
2124,2045
2543,2218
2404,2059
2013,2459
2056,2184
2160,2130
2348,2108
2164,2615
2203,2389
2187,2068
2135,2592
2289,2417
2573,2560
2467,2464
1966,2058
2556,2331
2462,2600
2294,2081
1932,2649
2326,2063
2301,2281
2328,2148
2043,2414
2033,2624
2087,2215
2208,2608
2033,1966
2253,2601
2472,2135
1986,2340
2560,2606
2468,2489
2376,2324
2560,1941
2086,2526
2511,2153
2508,2054
2404,2631
2087,2463
2340,2040
2612,2610
2169,2491
2113,2217
2588,2350
2503,1990
2436,2510
2049,1930
2484,2578
2624,2253
2462,2045
2007,2063
2564,2520
1959,2592
2521,1941
2123,2188
1972,2297
1979,2201
2485,2237
2537,1981
2299,2043
2600,1918
2118,2495
2028,2148
2294,2128
2578,1938
2428,2563
2339,2549
2087,2629
2149,2516
2118,2020
2234,2404
2007,2289
2115,2093
2602,2179
2033,2257
2479,2243
2199,2180
2414,1953
2043,2142
2623,2271
2552,2484
2652,2221
1938,2078
2086,2607
1980,2636
2037,2323
2575,1984
2142,2539
2276,2604
2468,2078
2553,2043
2235,2415
2326,1997
2594,2087
2043,2124
2233,2504
2359,2586
2064,2240
2354,2579
2546,1997
2560,2131
2115,2266
2069,2142
2206,2395
1931,2657
2518,2247
2350,2576
2554,2381
2606,2601
2232,2209
2511,2111
2038,2185
2578,2526
1577,2608
2069,2590
2206,2253
2282,2161
2069,2586
2324,2065
2586,2109
2313,2439
2125,1940
2484,2021
2521,2615
2399,2279
2010,2463
2183,2368
2420,2135
2397,2193
2492,2404
1997,2124
2183,2315
2290,2275
2047,2141
2381,2462
2578,2347
1926,2223
2571,2068
2333,2134
2261,2539
2189,1577
1993,2020
2381,1989
2266,2309
1955,2161
2302,2462
2631,2244
2108,1962
1943,2369
2615,2073
2073,2140
2233,2240
2511,2344
2546,2542
2602,2308
2492,2059
2486,2432
2624,2237
2124,2340
2604,2352
2573,2098
2125,2247
2579,2240
2386,2188
1959,2117
2140,2392
2203,1718
2332,2653
2325,1718
2353,1918
2303,2067
2121,2542
2007,2588
2037,2442
2347,1932
2507,2299
1915,2341
2101,2509
2339,2131
2352,2395
2218,2184
1963,2074
2624,2323
1938,2381
2469,2142
2622,2320
2112,2625
2578,2464
1997,2467
2220,2428
2396,2459
2543,2151
2410,2560
2573,2266
2183,2068
1985,2200
2339,2244
2561,1997
2463,2052
1465,2501
2381,2504
2372,2547
2458,1926
2244,2602
2125,2081
2428,2446
2395,2104
1917,2142
2364,2014
1947,2336
2138,2153
1989,2115
2492,2561
1943,2469
1945,2473
2329,2433
2386,1985
2619,2477
2159,1972
2586,2271
2630,2309
2510,2327
2608,2155
2368,2163
2268,2555
2546,1984
2050,2365
2578,2334
1926,2498
2337,1999
2600,2309
1999,2627
2199,2149
2226,1926
2150,2142
1986,2606
2504,2179
2216,2611
2165,2033
2184,2409
2309,2059
2376,2604
2154,2244
2020,2460
2174,2461
2560,2354
2559,2308
2064,2253
2220,2172
2021,2244
2601,2578
2346,2583
2247,2458
2339,2485
2045,2329
2617,2138
2638,2188
2629,2302
2286,1960
2213,2550
2356,2348
2655,2271
2088,2261
2385,2254
2275,2504
2282,2283
2428,2240
2549,2258
2289,2175
1465,2547
2059,2446
2121,2359
2296,2642
2231,2317
1964,2047
2322,2296
2655,2464
2615,2579
2478,2103
2290,1953
2602,2655
2500,2229
2063,2059
2200,2552
2366,2035
2023,2371
2037,2261
1979,1971
2199,2518
2059,2564
2551,2123
2328,2252
2347,2266
2108,2539
2623,1993
2283,2315
2328,2047
2395,1925
2525,1944
2354,2418
2624,2240
2482,2489
2521,2266
1944,2540
2139,2504
2200,2005
2051,2113
2611,2654
2396,2110
2364,2659
2460,2131
1925,1918
2143,2471
2459,2364
2296,2038
2602,2381
1993,2484
2028,2125
2348,2468
2148,2054
2121,2433
2583,2620
2537,1955
2521,2353
2393,1942
2306,2240
2430,2253
2093,2154
2393,2303
2417,2194
2165,2139
2084,2551
2135,2203
2379,2366
2253,2354
2452,2242
2037,2019
1953,2482
2560,1962
2347,2020
2047,2241
2054,2343
2627,2647
2646,2206
2206,2532
2073,2615
2056,2326
2619,2573
2506,2112
2125,1577
2363,2347
2438,1981
2428,2261
2003,2221
2604,2278
2624,2165
2179,2090
1972,1954
2520,2464
2468,2597
2268,2267
1963,2093
2423,1941
2511,2461
2295,2434
2410,2654
2556,1985
2536,2253
2134,2264
2108,2299
2411,2193
2125,2032
2521,2500
2142,2354
2107,2152
2117,2107
2047,2582
1966,2611
2546,2374
2464,2339
2118,2462
2184,2526
2354,1943
2189,2510
2267,2384
2362,2416
2553,2619
2056,2216
2655,2244
2338,2239
2252,2304
2176,2582
2392,2363
1941,2363
2007,2319
2142,2573
2060,2462
2334,2220
2213,2326
2231,2089
2133,2272
2300,2083
2043,2418
2095,2030
2286,1990
1979,2506
2532,2324
1943,2506
1953,2190
2139,2188
1971,2507
2142,2427
2598,2223
2347,2253
2237,2460
2327,2390
1718,2555
1960,2228
2376,2218
2363,2495
2146,1949
2338,2567
2428,2409
2250,2054
2267,2180
2231,2474
2223,2642
2289,2653
2530,1985
2209,1964
2046,2340
2449,2454
2647,2000
2489,2206
2586,2370
2179,2654
2188,2306
2597,2598
2416,2525
1942,2429
2064,2363
2188,2655
2471,2039
2084,2288
1950,1991
2453,2345
1943,2615
1964,2209
2449,2131
2543,2005
2338,1940
2028,2510
2537,2174
2604,2074
2598,2226
2206,2553
2555,2475
2649,2336
2073,2433
2472,2192
2364,1931
2078,2095
1963,2033
2241,2010
2259,2635
2468,2395
2169,2224
2391,2262
2210,2655
2086,1993
2328,2246
2554,2551
2084,2240
1964,2318
2601,2109
2655,2200
2615,2464
2582,1940
2073,2409
2134,1920
2206,2300
2329,2271
2022,2171
2546,2184
2575,2499
1968,2171
2551,1925
1983,2088
2276,1918
2047,2397
1980,2143
2374,2404
2134,2289
2369,2073
2477,2359
2646,1993
1997,2103
2069,2309
2289,2134
2056,2262
2131,2218
2434,1939
136,2649
2425,2211
2121,2122
2052,1940
2559,2142
2229,2578
2109,2206
2259,2280
2347,2047
2225,1927
2071,2372
2282,2463
2508,2458
2055,2506
2347,2237
2409,2045
2336,1577
2290,2074
2600,2482
2183,2187
2611,1925
2241,2351
2294,2235
2111,2501
2068,2572
2093,2460
2117,2071
1947,2111
2511,1941
2132,2149
2148,2191
1994,2143
2347,2165
2063,2090
1983,2631
2206,2058
2030,2046
2060,2469
2588,1718
2642,2567
2153,2372
2654,2467
2649,2174
2563,2131
2224,1941
2551,2240
2276,2381
2408,2381
2294,2498
2254,2282
2511,2285
2659,2633
2303,2234
2396,2111
2157,2583
2115,2131
2104,2184
2047,2111
2105,2236
2142,2381
2555,2289
2039,2072
2279,2608
2383,2391
2117,2317
2101,2598
1990,2361
2125,2196
2331,2462
2594,2223
2519,2054
2172,2188
2221,2390
2088,2408
2278,2118
2588,2169
2552,2586
2206,1979
2326,1984
2560,2579
2328,2608
2516,2475
2187,2203
2364,1957
2543,2124
1926,2336
2430,2233
2210,2064
2138,2555
2324,2467
2347,2149
2381,2446
2053,2294
1938,2600
2118,2546
2597,2327
2112,2300
2499,2244
2102,2531
2475,2419
2465,2196
2007,2384
2458,2224
2633,2636
2642,2463
2190,2104
2564,2579
2376,2331
2292,2473
2438,2617
2063,2418
2077,1938
1929,1962
2615,2370
2575,2559
2086,2104
2518,2602
2200,2507
2165,2495
2504,2593
2509,2333
2393,2189
2266,1986
2602,2257
2498,2133
2188,2326
2151,2510
2123,2308
2501,2226
2386,2033
2084,2300
2333,2101
2348,2112
2140,2257
1916,2169
1966,2115
2562,2322
2469,2556
2398,2592
2043,2073
2485,2078
2499,2347
2539,2290
2368,1916
2498,2153
2240,1925
2532,2121
2561,2506
2350,2542
2123,2593
1954,2151
2056,1938
2578,2374
2533,1959
2108,2469
2172,2410
2315,2138
2183,2598
2133,2642
2550,2604
2299,2495
2404,1997
2543,2020
